ambito,region,provincia,distrito,total_actas,actas_contabilizadas,pct_actas,fuente_proporcion,votos_AHORA NACIÓN - AN,votos_ALIANZA ELECTORAL VENCEREMOS,votos_ALIANZA PARA EL PROGRESO,votos_AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,votos_FE EN EL PERÚ,votos_FUERZA POPULAR,votos_FUERZA Y LIBERTAD,votos_JUNTOS POR EL PERÚ,votos_LIBERTAD POPULAR,votos_PARTIDO APRISTA PERUANO,votos_PARTIDO CÍVICO OBRAS,votos_PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,votos_PARTIDO DEL BUEN GOBIERNO,votos_PARTIDO DEMOCRATICO FEDERAL,votos_PARTIDO DEMOCRÁTICO SOMOS PERÚ,votos_PARTIDO DEMÓCRATA UNIDO PERÚ,votos_PARTIDO DEMÓCRATA VERDE,votos_PARTIDO FRENTE DE LA ESPERANZA 2021,votos_PARTIDO MORADO,votos_PARTIDO PATRIÓTICO DEL PERÚ,votos_PARTIDO PAÍS PARA TODOS,votos_PARTIDO POLÍTICO COOPERACIÓN POPULAR,votos_PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,votos_PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,votos_PARTIDO POLÍTICO PERÚ ACCIÓN,votos_PARTIDO POLÍTICO PERÚ PRIMERO,votos_PARTIDO POLÍTICO PRIN,votos_PARTIDO SICREO,votos_PERÚ MODERNO,votos_PODEMOS PERÚ,"votos_PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",votos_PROGRESEMOS,votos_RENOVACIÓN POPULAR,votos_SALVEMOS AL PERÚ,votos_UN CAMINO DIFERENTE,votos_UNIDAD NACIONAL,votos_VOTOS EN BLANCO,votos_VOTOS NULOS
EXTRANJERO,AMÉRICA,ANTILLAS HOLANDESAS,ARUBA,2,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,ARGENTINA,BUENOS AIRES,221,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,ARGENTINA,CATAMARCA,1,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,ARGENTINA,CORRIENTES,1,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,ARGENTINA,CÓRDOBA,27,7,25.93,extranjero,396,32,20,7,6,848,9,105,13,58,455,4,637,3,30,20,17,56,26,22,587,22,16,20,11,10,4,69,4,16,236,9,1577,3,45,37,1002,267
EXTRANJERO,AMÉRICA,ARGENTINA,LA PLATA,25,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,ARGENTINA,LA RIOJA,1,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,ARGENTINA,MENDOZA,10,6,60.0,distrito,60,18,13,2,5,308,3,45,5,58,132,5,47,2,7,7,27,25,3,27,213,7,2,10,7,3,2,7,2,27,33,5,172,5,142,3,843,142
EXTRANJERO,AMÉRICA,ARGENTINA,ROSARIO DE SANTA FE,8,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,ARGENTINA,SALTA,3,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,ARGENTINA,SAN JUAN,1,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,ARGENTINA,SAN LUIS,1,1,100.0,distrito,11.0,1.0,0.0,0.0,2.0,16.0,0.0,4.0,0.0,3.0,9.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,5.0,0.0,0.0,1.0,10.0,5.0
EXTRANJERO,AMÉRICA,BOLIVIA,COCHABAMBA,7,3,42.86,distrito,184,12,5,0,0,133,7,163,2,5,135,0,418,0,12,9,2,30,9,9,72,23,14,7,5,7,0,152,2,5,124,9,180,2,2,5,394,75
EXTRANJERO,AMÉRICA,BOLIVIA,LA PAZ,7,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,BOLIVIA,SANTA CRUZ,8,3,37.5,distrito,51,27,8,0,3,235,5,16,3,11,85,0,83,0,3,3,3,5,0,5,56,8,0,5,3,5,3,19,3,3,27,0,517,3,5,5,435,80
EXTRANJERO,AMÉRICA,BRASIL,BELO HORIZONTE,2,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,BRASIL,BRASILIA,2,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,BRASIL,CURITIBA,2,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,BRASIL,FORTALEZA,1,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,BRASIL,GOIANIA,1,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,BRASIL,MANAOS,5,1,20.0,extranjero,46,4,2,1,1,98,1,12,2,7,53,0,74,0,3,2,2,6,3,3,68,3,2,2,1,1,0,8,0,2,27,1,182,0,5,4,116,31
EXTRANJERO,AMÉRICA,BRASIL,PORTO ALEGRE,2,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,BRASIL,RÍO BRANCO,2,1,50.0,distrito,8,8,4,2,0,34,0,6,0,0,6,0,4,2,2,0,0,0,0,0,12,0,2,0,0,0,0,2,0,0,0,0,6,0,0,0,14,0
EXTRANJERO,AMÉRICA,BRASIL,RÍO DE JANEIRO,5,5,100.0,distrito,83.0,7.0,1.0,1.0,0.0,59.0,3.0,11.0,1.0,1.0,46.0,1.0,101.0,0.0,1.0,0.0,4.0,12.0,4.0,2.0,36.0,6.0,1.0,3.0,4.0,1.0,0.0,2.0,0.0,1.0,49.0,3.0,188.0,0.0,1.0,6.0,133.0,31.0
EXTRANJERO,AMÉRICA,BRASIL,SALVADOR,1,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,BRASIL,SAO PAULO,21,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,CANADÁ,ALBERTA,3,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,CANADÁ,MONTREAL,23,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,CANADÁ,OTTAWA,2,2,100.0,distrito,25.0,1.0,1.0,0.0,0.0,29.0,0.0,0.0,0.0,2.0,12.0,0.0,30.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,15.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,29.0,0.0,128.0,0.0,0.0,3.0,29.0,6.0
EXTRANJERO,AMÉRICA,CANADÁ,TORONTO,17,11,64.71,distrito,181,9,6,3,0,274,8,23,3,11,87,0,396,0,5,5,3,15,12,2,122,12,6,3,0,8,0,17,0,5,133,3,1209,0,0,25,247,39
EXTRANJERO,AMÉRICA,CANADÁ,VANCOUVER,6,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,CANADÁ,WINNIPEG,1,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,CHILE,ANTOFAGASTA,14,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,CHILE,ARICA,11,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,CHILE,CONCEPCIÓN,4,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,CHILE,COPIAPÓ,2,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,CHILE,IQUIQUE,24,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,CHILE,SANTIAGO,218,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,CHILE,VALPARAISO,8,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,COLOMBIA,BARRANQUILLA,1,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,COLOMBIA,BOGOTÁ,5,4,80.0,distrito,55,8,1,0,1,140,1,19,2,4,64,0,120,0,1,0,4,1,5,9,60,1,2,8,2,2,1,4,0,1,35,0,330,0,2,4,125,40
EXTRANJERO,AMÉRICA,COLOMBIA,BUCARAMANGA,1,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,COLOMBIA,CALI,2,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,COLOMBIA,CARTAGENA,1,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,COLOMBIA,LETICIA,4,2,50.0,distrito,2,4,4,0,0,156,0,16,0,2,14,0,0,0,0,2,6,4,0,4,24,2,0,2,4,2,0,2,0,2,6,0,8,0,2,0,256,40
EXTRANJERO,AMÉRICA,COLOMBIA,MEDELLÍN,2,2,100.0,distrito,14.0,3.0,0.0,1.0,1.0,56.0,2.0,0.0,2.0,4.0,16.0,0.0,26.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,19.0,0.0,1.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,6.0,0.0,139.0,0.0,2.0,2.0,29.0,15.0
EXTRANJERO,AMÉRICA,COLOMBIA,PASTO,1,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,COSTA RICA,SAN JOSÉ,7,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,CUBA,LA HABANA,1,1,100.0,distrito,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
EXTRANJERO,AMÉRICA,ECUADOR,AZUAY,2,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,ECUADOR,GUAYAQUIL,5,5,100.0,distrito,36.0,7.0,2.0,1.0,2.0,136.0,1.0,24.0,1.0,2.0,44.0,0.0,34.0,0.0,1.0,0.0,0.0,10.0,0.0,5.0,49.0,1.0,3.0,0.0,0.0,2.0,0.0,11.0,1.0,2.0,26.0,2.0,245.0,1.0,4.0,2.0,247.0,93.0
EXTRANJERO,AMÉRICA,ECUADOR,LOJA,2,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,ECUADOR,MACHALA,2,1,50.0,distrito,4,4,2,0,0,52,0,8,0,6,12,0,12,0,0,0,0,4,0,2,6,0,2,0,0,4,0,0,0,0,0,0,14,0,2,0,116,50
EXTRANJERO,AMÉRICA,ECUADOR,QUITO,5,5,100.0,distrito,35.0,2.0,4.0,1.0,1.0,131.0,2.0,45.0,0.0,9.0,50.0,0.0,58.0,0.0,1.0,2.0,1.0,10.0,5.0,4.0,40.0,2.0,2.0,8.0,3.0,1.0,1.0,2.0,1.0,0.0,27.0,1.0,190.0,0.0,1.0,5.0,282.0,96.0
EXTRANJERO,AMÉRICA,EL SALVADOR,SAN SALVADOR,1,1,100.0,distrito,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,23.0,0.0,0.0,0.0,15.0,3.0
EXTRANJERO,AMÉRICA,ESTADOS UNIDOS DE ÁMERICA,ATLANTA,23,10,43.48,distrito,110,7,0,2,5,338,5,46,5,12,212,0,140,0,5,23,7,21,7,5,193,16,12,5,2,7,0,9,0,2,46,2,980,0,7,21,370,62
EXTRANJERO,AMÉRICA,ESTADOS UNIDOS DE ÁMERICA,BOSTON,13,8,61.54,distrito,102,3,2,5,2,200,0,10,2,15,99,0,172,0,10,5,0,13,6,2,132,8,3,0,2,0,0,6,2,2,44,0,518,0,2,13,210,26
EXTRANJERO,AMÉRICA,ESTADOS UNIDOS DE ÁMERICA,CAROLINA DEL NORTE,13,8,61.54,distrito,57,0,5,0,0,104,2,11,2,10,80,2,78,0,2,0,0,8,13,3,63,2,2,0,0,0,2,10,0,2,31,0,492,0,0,5,73,21
EXTRANJERO,AMÉRICA,ESTADOS UNIDOS DE ÁMERICA,CHICAGO,29,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,ESTADOS UNIDOS DE ÁMERICA,DALLAS,14,2,14.29,extranjero,106,9,5,2,1,227,2,28,4,15,122,1,170,1,8,5,5,15,7,6,157,6,4,5,3,3,1,18,1,4,63,3,422,1,12,10,268,72
EXTRANJERO,AMÉRICA,ESTADOS UNIDOS DE ÁMERICA,DENVER,13,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,ESTADOS UNIDOS DE ÁMERICA,HARTFORD,31,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,ESTADOS UNIDOS DE ÁMERICA,HOUSTON,17,4,23.53,extranjero,130,11,7,2,2,279,3,35,4,19,150,1,210,1,10,7,6,18,9,7,193,7,5,7,4,3,1,23,1,5,78,3,519,1,15,12,330,88
EXTRANJERO,AMÉRICA,ESTADOS UNIDOS DE ÁMERICA,LOS ÁNGELES,78,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,ESTADOS UNIDOS DE ÁMERICA,MIAMI,110,44,40.0,distrito,352,18,40,2,0,1252,5,30,40,120,275,2,700,2,38,12,12,32,28,22,435,20,25,18,10,5,0,57,8,22,218,5,5918,0,8,120,942,165
EXTRANJERO,AMÉRICA,ESTADOS UNIDOS DE ÁMERICA,NUEVA JERSEY,128,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,ESTADOS UNIDOS DE ÁMERICA,NUEVA ORLEANS,2,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,ESTADOS UNIDOS DE ÁMERICA,NUEVA YORK,96,30,31.25,distrito,499,19,6,10,3,1139,0,166,13,74,611,3,576,3,32,26,6,51,22,19,576,35,35,16,6,3,6,48,10,19,141,6,2346,6,6,38,1190,237
EXTRANJERO,AMÉRICA,ESTADOS UNIDOS DE ÁMERICA,OKLAHOMA,5,5,100.0,distrito,18.0,3.0,0.0,1.0,0.0,10.0,0.0,3.0,0.0,8.0,15.0,0.0,32.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,16.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,122.0,0.0,2.0,4.0,33.0,12.0
EXTRANJERO,AMÉRICA,ESTADOS UNIDOS DE ÁMERICA,ORLANDO,21,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,ESTADOS UNIDOS DE ÁMERICA,PHOENIX,5,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,ESTADOS UNIDOS DE ÁMERICA,SALT LAKE CITY,13,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,ESTADOS UNIDOS DE ÁMERICA,SAN ANTONIO,3,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,ESTADOS UNIDOS DE ÁMERICA,SAN DIEGO,5,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,ESTADOS UNIDOS DE ÁMERICA,SAN FRANCISCO,45,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,ESTADOS UNIDOS DE ÁMERICA,SEATTLE,10,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,ESTADOS UNIDOS DE ÁMERICA,WASHINGTON D. C.,75,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,GUATEMALA,GUATEMALA,2,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,GUAYANA FRANCESA,CAYENA,2,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,HONDURAS,TEGUCIGALPA,1,1,100.0,distrito,2.0,0.0,0.0,0.0,1.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,0.0,0.0,0.0,0.0,4.0
EXTRANJERO,AMÉRICA,MÉXICO,CIUDAD DE MÉXICO,9,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,MÉXICO,GUADALAJARA,3,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,MÉXICO,MONTERREY,2,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,NICARAGUA,MANAGUA,1,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,PANAMÁ,COLON,1,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,PANAMÁ,DAVID,1,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,PANAMÁ,PANAMÁ,7,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,PANAMÁ,VERAGUAS,1,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,PARAGUAY,ASUNCIÓN,4,2,50.0,distrito,28,8,2,2,2,108,0,6,0,2,42,0,22,0,0,2,0,8,2,2,32,2,0,2,0,0,0,2,0,0,12,2,264,0,0,2,166,36
EXTRANJERO,AMÉRICA,PUERTO RICO,SAN JUAN,2,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,REPÚBLICA DOMINICANA,SANTIAGO DE LOS CABALLEROS,1,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,REPÚBLICA DOMINICANA,SANTO DOMINGO,3,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,AMÉRICA,TRINIDAD Y TOBAGO,PUERTO ESPAÑA,1,1,100.0,distrito,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
EXTRANJERO,AMÉRICA,URUGUAY,MONTEVIDEO,4,1,25.0,extranjero,65,5,3,1,1,139,2,17,2,9,75,1,105,0,5,3,3,9,4,4,96,4,3,3,2,2,1,11,1,3,39,2,259,1,7,6,165,44
EXTRANJERO,AMÉRICA,VENEZUELA,CARACAS,34,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,ASIA,ARABIA SAUDITA,RIAD,1,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,ASIA,CATAR,DOHA,1,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
