ambito,region,provincia,distrito,total_actas,actas_contabilizadas,pct_actas,fuente_proporcion,votos_AHORA NACIÓN - AN,votos_ALIANZA ELECTORAL VENCEREMOS,votos_ALIANZA PARA EL PROGRESO,votos_AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,votos_FE EN EL PERÚ,votos_FUERZA POPULAR,votos_FUERZA Y LIBERTAD,votos_JUNTOS POR EL PERÚ,votos_LIBERTAD POPULAR,votos_PARTIDO APRISTA PERUANO,votos_PARTIDO CÍVICO OBRAS,votos_PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,votos_PARTIDO DEL BUEN GOBIERNO,votos_PARTIDO DEMOCRATICO FEDERAL,votos_PARTIDO DEMOCRÁTICO SOMOS PERÚ,votos_PARTIDO DEMÓCRATA UNIDO PERÚ,votos_PARTIDO DEMÓCRATA VERDE,votos_PARTIDO FRENTE DE LA ESPERANZA 2021,votos_PARTIDO MORADO,votos_PARTIDO PATRIÓTICO DEL PERÚ,votos_PARTIDO PAÍS PARA TODOS,votos_PARTIDO POLÍTICO COOPERACIÓN POPULAR,votos_PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,votos_PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,votos_PARTIDO POLÍTICO PERÚ ACCIÓN,votos_PARTIDO POLÍTICO PERÚ PRIMERO,votos_PARTIDO POLÍTICO PRIN,votos_PARTIDO SICREO,votos_PERÚ MODERNO,votos_PODEMOS PERÚ,"votos_PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",votos_PROGRESEMOS,votos_RENOVACIÓN POPULAR,votos_SALVEMOS AL PERÚ,votos_UN CAMINO DIFERENTE,votos_UNIDAD NACIONAL,votos_VOTOS EN BLANCO,votos_VOTOS NULOS
PERÚ,LA LIBERTAD,BOLÍVAR,LONGOTEA,7,0,0.0,region,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,LA LIBERTAD,BOLÍVAR,UCHUMARCA,7,0,0.0,region,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,LA LIBERTAD,BOLÍVAR,UCUNCHA,5,0,0.0,region,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,LA LIBERTAD,CHEPÉN,CHEPÉN,148,106,71.62,distrito,1037,134,1472,46,25,7491,35,2543,61,782,2124,11,2015,82,116,70,85,348,133,296,2489,128,145,148,61,175,28,856,10,558,645,142,1877,18,659,87,4749,1976
PERÚ,LA LIBERTAD,CHEPÉN,PACANGA,55,40,72.73,distrito,180,66,362,6,10,2628,8,1957,19,117,898,4,509,12,33,52,40,103,30,136,656,25,19,56,14,66,10,271,1,344,129,32,279,8,246,26,2192,923
PERÚ,LA LIBERTAD,CHEPÉN,PUEBLO NUEVO,37,35,94.59,distrito,191,21,357,4,14,1483,7,822,3,71,491,1,419,10,66,27,21,85,12,79,950,41,14,42,15,51,4,134,2,118,127,44,313,3,111,7,1529,607
PERÚ,LA LIBERTAD,GRAN CHIMÚ,CASCAS,43,41,95.35,distrito,165,85,375,21,8,2749,6,476,12,261,424,7,387,3,33,28,26,44,16,35,335,17,17,51,19,45,4,117,2,69,102,13,250,6,417,10,1803,661
PERÚ,LA LIBERTAD,GRAN CHIMÚ,LUCMA,13,10,76.92,distrito,10,13,125,5,1,607,0,203,0,30,40,0,18,3,7,0,7,5,3,16,26,0,1,14,3,12,1,3,0,120,14,3,26,3,98,0,432,207
PERÚ,LA LIBERTAD,GRAN CHIMÚ,MARMOT,8,8,100.0,distrito,23.0,10.0,37.0,20.0,1.0,373.0,0.0,81.0,2.0,23.0,36.0,1.0,17.0,1.0,5.0,1.0,5.0,13.0,1.0,2.0,34.0,3.0,1.0,9.0,2.0,11.0,1.0,8.0,0.0,40.0,9.0,5.0,25.0,0.0,38.0,1.0,291.0,76.0
PERÚ,LA LIBERTAD,GRAN CHIMÚ,SAYAPULLO,19,17,89.47,distrito,23,16,85,55,4,616,2,462,6,8,76,0,50,2,11,4,8,4,1,11,67,0,2,35,6,20,2,17,1,115,4,8,29,3,73,6,887,466
PERÚ,LA LIBERTAD,JULCÁN,CALAMARCA,20,1,5.0,region,34,3,26,2,1,161,1,59,2,24,54,0,86,1,5,3,2,13,4,7,67,3,3,4,1,6,1,32,0,16,28,2,74,1,71,3,124,56
PERÚ,LA LIBERTAD,JULCÁN,CARABAMBA,20,0,0.0,region,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,LA LIBERTAD,JULCÁN,HUASO,18,0,0.0,region,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,LA LIBERTAD,JULCÁN,JULCÁN,36,1,2.78,region,227,23,176,13,7,1068,7,393,10,159,359,3,575,6,30,21,15,84,24,46,448,18,22,24,10,39,6,211,2,104,187,14,491,4,474,17,823,375
PERÚ,LA LIBERTAD,OTUZCO,AGALLPAMPA,24,0,0.0,region,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,LA LIBERTAD,OTUZCO,CHARAT,9,0,0.0,region,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,LA LIBERTAD,OTUZCO,HUARANCHAL,16,0,0.0,region,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,LA LIBERTAD,OTUZCO,LA CUESTA,4,0,0.0,region,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,LA LIBERTAD,OTUZCO,MACHE,11,0,0.0,region,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,LA LIBERTAD,OTUZCO,OTUZCO,80,0,0.0,region,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,LA LIBERTAD,OTUZCO,PARANDAY,3,0,0.0,region,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,LA LIBERTAD,OTUZCO,SALPO,18,0,0.0,region,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,LA LIBERTAD,OTUZCO,SINSICAP,27,0,0.0,region,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,LA LIBERTAD,OTUZCO,USQUIL,71,0,0.0,region,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,LA LIBERTAD,PACASMAYO,GUADALUPE,106,90,84.91,distrito,519,51,966,48,24,4910,19,2104,47,324,1445,19,1376,31,121,77,65,196,77,293,1667,75,107,112,40,135,24,616,7,423,466,69,1060,12,595,34,3838,1744
PERÚ,LA LIBERTAD,PACASMAYO,JEQUETEPEQUE,12,12,100.0,distrito,74.0,12.0,116.0,2.0,6.0,410.0,3.0,253.0,6.0,79.0,160.0,2.0,100.0,9.0,12.0,22.0,5.0,23.0,2.0,18.0,189.0,3.0,8.0,10.0,4.0,14.0,4.0,56.0,3.0,53.0,65.0,3.0,81.0,2.0,56.0,5.0,545.0,201.0
PERÚ,LA LIBERTAD,PACASMAYO,PACASMAYO,87,58,66.67,distrito,694,52,771,28,34,3568,32,771,48,399,1149,14,1842,46,113,39,42,252,69,98,1636,92,87,63,34,140,21,495,2,368,633,42,1776,14,562,78,2638,1194
PERÚ,LA LIBERTAD,PACASMAYO,SAN JOSÉ,35,29,82.86,distrito,139,30,425,8,12,1668,5,812,17,154,381,2,299,7,29,41,19,59,8,86,535,17,17,52,13,47,4,142,0,326,98,17,223,4,209,11,1556,529
PERÚ,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,52,32,61.54,distrito,455,63,429,13,10,2036,21,830,16,393,637,6,850,18,76,26,20,135,24,75,790,41,39,49,18,58,26,237,3,393,332,20,634,5,200,26,1862,741
PERÚ,LA LIBERTAD,PATAZ,BULDIBUYO,11,10,90.91,distrito,18,8,61,28,7,246,1,557,1,6,94,2,7,3,17,23,7,10,0,9,74,3,1,15,2,9,1,8,0,44,13,0,14,1,37,0,508,161
PERÚ,LA LIBERTAD,PATAZ,CHILLIA,36,4,11.11,provincia,86,44,221,15,13,737,3,1612,7,19,390,3,73,8,64,88,25,43,8,51,136,19,14,72,17,40,8,51,2,210,31,11,65,10,70,2,1678,580
PERÚ,LA LIBERTAD,PATAZ,HUANCASPATA,18,16,88.89,distrito,28,29,111,3,4,381,0,560,4,11,178,1,21,0,28,28,9,16,3,20,48,14,3,51,9,7,0,18,4,74,16,2,42,8,18,1,755,351
PERÚ,LA LIBERTAD,PATAZ,HUAYLILLAS,5,3,60.0,distrito,22,7,95,0,2,75,0,110,0,7,45,2,8,2,8,12,0,3,0,8,10,2,0,2,0,5,0,5,0,52,3,0,18,0,10,0,153,40
PERÚ,LA LIBERTAD,PATAZ,HUAYO,12,10,83.33,distrito,13,8,62,4,5,125,2,383,0,7,101,0,10,1,12,14,17,10,1,16,29,1,8,42,5,29,1,11,0,55,6,1,8,4,17,1,540,158
PERÚ,LA LIBERTAD,PATAZ,ONGON,6,5,83.33,distrito,26,8,61,2,2,56,0,71,1,0,24,2,10,0,0,10,4,2,0,4,4,0,1,2,6,0,0,5,0,16,4,1,2,1,5,0,148,44
PERÚ,LA LIBERTAD,PATAZ,PARCOY,41,23,56.1,distrito,91,48,86,16,16,756,7,1488,7,16,392,0,118,20,61,68,21,66,14,52,230,32,50,61,27,121,7,107,2,135,41,21,53,9,111,2,1993,574
PERÚ,LA LIBERTAD,PATAZ,PATAZ,24,22,91.67,distrito,20,9,24,2,3,327,2,936,2,10,160,0,56,3,22,31,9,31,3,52,89,14,5,60,7,8,4,31,1,240,19,9,37,8,46,1,789,274
PERÚ,LA LIBERTAD,PATAZ,PIÁS,6,5,83.33,distrito,19,4,23,2,4,73,0,220,0,2,80,0,22,0,5,11,8,5,0,2,13,2,4,7,6,4,1,10,1,28,5,4,10,1,16,0,250,19
PERÚ,LA LIBERTAD,PATAZ,SANTIAGO DE CHALLAS,7,7,100.0,distrito,24.0,13.0,46.0,3.0,5.0,161.0,0.0,221.0,3.0,2.0,107.0,0.0,5.0,2.0,4.0,16.0,6.0,2.0,0.0,5.0,18.0,2.0,0.0,10.0,2.0,2.0,1.0,4.0,0.0,55.0,2.0,0.0,8.0,0.0,16.0,1.0,276.0,93.0
PERÚ,LA LIBERTAD,PATAZ,TAURIJA,8,8,100.0,distrito,14.0,9.0,45.0,0.0,3.0,163.0,1.0,440.0,3.0,9.0,87.0,0.0,7.0,2.0,7.0,19.0,5.0,19.0,5.0,4.0,18.0,2.0,0.0,5.0,3.0,1.0,11.0,6.0,0.0,22.0,4.0,1.0,3.0,1.0,1.0,1.0,305.0,65.0
PERÚ,LA LIBERTAD,PATAZ,TAYABAMBA,40,31,77.5,distrito,107,52,280,4,8,756,1,1950,4,19,462,4,86,5,117,164,15,41,6,49,114,13,5,58,10,18,4,49,0,174,31,12,83,5,57,3,1768,715
PERÚ,LA LIBERTAD,PATAZ,URPAY,9,8,88.89,distrito,26,9,80,2,4,248,1,351,2,0,81,2,12,1,12,3,4,1,4,4,10,4,0,14,3,9,0,3,1,37,4,2,27,2,8,0,294,124
PERÚ,LA LIBERTAD,SANTIAGO DE CHUCO,ANGASMARCA,14,0,0.0,provincia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,LA LIBERTAD,SANTIAGO DE CHUCO,CACHICADAN,15,0,0.0,provincia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEBAMBA,6,0,0.0,provincia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEPATA,8,0,0.0,provincia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,31,31,100.0,distrito,103.0,25.0,174.0,10.0,3.0,667.0,3.0,1103.0,4.0,130.0,334.0,8.0,145.0,1.0,26.0,15.0,16.0,59.0,19.0,44.0,176.0,31.0,17.0,52.0,10.0,48.0,0.0,82.0,1.0,469.0,80.0,7.0,56.0,7.0,253.0,6.0,1147.0,532.0
PERÚ,LA LIBERTAD,SANTIAGO DE CHUCO,SANTA CRUZ DE CHUCA,9,8,88.89,distrito,28,6,82,4,1,269,2,281,0,12,64,1,6,2,7,17,2,15,0,7,21,2,2,10,2,57,0,12,0,69,8,1,14,0,62,0,331,107
PERÚ,LA LIBERTAD,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,60,5,8.33,provincia,177,64,443,18,9,1418,7,2554,7,200,602,12,205,5,50,50,33,99,24,78,260,45,24,92,22,128,0,126,5,809,109,21,99,10,421,9,2481,995
PERÚ,LA LIBERTAD,SANTIAGO DE CHUCO,SITABAMBA,12,11,91.67,distrito,11,5,63,0,3,206,1,473,2,13,82,0,17,0,2,9,3,8,0,11,13,4,0,8,0,1,0,8,2,97,2,10,9,1,20,1,381,73
PERÚ,LA LIBERTAD,SÁNCHEZ CARRIÓN,CHUGAY,54,18,33.33,distrito,117,78,294,0,6,1608,6,2118,15,78,330,6,57,12,57,60,54,33,12,81,63,12,18,105,27,60,9,15,3,270,12,27,60,33,117,0,2775,759
PERÚ,LA LIBERTAD,SÁNCHEZ CARRIÓN,COCHORCO,27,6,22.22,provincia,109,24,131,3,8,892,4,1206,6,54,357,3,115,5,22,22,15,39,8,36,95,12,8,35,7,28,3,73,1,109,40,11,74,8,105,2,1125,523
PERÚ,LA LIBERTAD,SÁNCHEZ CARRIÓN,CURGOS,25,13,52.0,distrito,48,65,200,4,4,712,4,1694,8,38,312,10,33,0,15,13,15,25,2,29,35,6,6,33,4,13,6,42,0,156,13,12,48,13,85,0,1092,456
PERÚ,LA LIBERTAD,SÁNCHEZ CARRIÓN,HUAMACHUCO,178,157,88.2,distrito,1155,107,953,24,69,7378,40,7603,42,444,3320,20,1274,36,176,167,94,379,79,294,1044,116,80,262,51,238,19,812,10,676,443,74,727,39,975,24,7360,3549
PERÚ,LA LIBERTAD,SÁNCHEZ CARRIÓN,MARCABAL,36,30,83.33,distrito,62,34,167,0,14,1366,6,1722,5,52,452,2,64,12,34,8,24,32,7,32,48,6,6,41,6,31,7,47,1,160,17,12,79,17,125,1,1552,721
PERÚ,LA LIBERTAD,SÁNCHEZ CARRIÓN,SANAGORÁN,41,25,60.98,distrito,38,71,148,2,8,781,0,2429,10,64,225,3,44,5,30,30,16,34,3,49,31,8,5,49,7,33,0,20,3,116,23,18,39,16,113,3,1920,1323
PERÚ,LA LIBERTAD,SÁNCHEZ CARRIÓN,SARTIMBAMBA,39,19,48.72,distrito,43,45,127,10,10,372,4,2170,12,84,109,0,41,18,18,43,25,37,2,33,27,10,4,31,12,14,2,29,2,246,21,18,53,10,27,0,2233,739
PERÚ,LA LIBERTAD,SÁNCHEZ CARRIÓN,SARÍN,28,19,67.86,distrito,43,15,165,3,3,1014,3,1241,1,38,296,1,40,1,9,40,16,18,3,28,32,7,3,21,6,22,1,10,1,118,9,12,38,6,57,1,1088,532
PERÚ,LA LIBERTAD,TRUJILLO,ALTO TRUJILLO,71,63,88.73,distrito,416,96,532,24,16,3335,15,1173,23,343,1288,11,833,20,92,109,61,265,48,151,987,25,52,81,33,183,15,612,10,365,352,26,349,8,2562,24,2598,921
PERÚ,LA LIBERTAD,TRUJILLO,EL PORVENIR,388,301,77.58,distrito,2646,290,2086,133,131,16237,75,3297,130,2808,5913,45,6859,98,353,343,267,1546,338,730,7217,178,271,322,156,852,44,3212,14,1178,2310,215,3456,52,10910,152,10876,5490
PERÚ,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,173,117,67.63,distrito,1371,123,841,72,37,7114,38,994,44,760,2678,15,3581,18,145,180,123,680,157,325,4272,112,121,112,40,340,27,1592,7,482,1097,104,1609,16,4477,50,4569,2449
PERÚ,LA LIBERTAD,TRUJILLO,HUANCHACO,202,149,73.76,distrito,1499,117,1178,201,33,8336,58,2153,57,846,2678,16,3921,35,190,152,114,767,175,473,3560,98,163,188,73,305,18,1893,16,670,1353,95,2654,20,4611,98,5750,2714
PERÚ,LA LIBERTAD,TRUJILLO,LA ESPERANZA,481,402,83.58,distrito,4008,361,3118,334,128,19766,142,3068,164,2931,6150,60,11022,116,522,346,311,1892,512,873,10188,354,376,341,157,798,71,4596,23,1492,3800,270,5755,39,9912,272,12961,5795
PERÚ,LA LIBERTAD,TRUJILLO,LAREDO,113,84,74.34,distrito,987,82,1079,50,24,5135,28,895,62,643,1278,5,1698,16,159,73,51,256,71,168,1796,42,77,87,38,237,11,800,4,848,619,43,1365,15,3093,57,3260,1508
PERÚ,LA LIBERTAD,TRUJILLO,MOCHE,114,61,53.51,distrito,878,75,589,30,17,3607,45,714,37,1198,1301,22,2267,13,110,64,65,325,192,153,1725,58,95,43,22,178,15,826,4,383,852,52,1635,11,5534,65,2949,1299
PERÚ,LA LIBERTAD,TRUJILLO,POROTO,14,2,14.29,provincia,89,7,51,5,2,331,3,54,4,59,110,1,238,2,9,6,5,32,9,14,166,6,8,6,3,13,1,83,1,24,77,4,208,1,195,7,207,102
PERÚ,LA LIBERTAD,TRUJILLO,SALAVERRY,57,53,92.98,distrito,364,48,461,29,26,1742,13,384,12,303,732,3,1063,15,56,43,22,140,41,131,1113,31,43,38,14,97,25,456,3,355,328,19,637,6,1865,31,1661,810
PERÚ,LA LIBERTAD,TRUJILLO,SIMBAL,15,5,33.33,distrito,138,15,132,3,3,855,6,156,0,108,135,0,156,6,15,6,9,18,6,21,126,15,3,42,3,15,3,54,0,63,33,6,99,0,342,0,474,201
PERÚ,LA LIBERTAD,TRUJILLO,TRUJILLO,1008,878,87.1,distrito,12630,739,4558,414,201,30513,327,3629,463,6926,10336,85,34171,153,982,381,342,3368,1133,1272,17044,775,1060,484,307,793,194,9459,118,1473,10513,475,34750,72,16451,1061,15953,8792
PERÚ,LA LIBERTAD,TRUJILLO,VÍCTOR LARCO HERRERA,213,189,88.73,distrito,2125,124,1295,128,57,6420,51,577,103,1369,1902,14,6568,24,279,79,59,669,198,176,3486,150,212,83,65,160,33,2022,25,312,2159,85,9736,20,2342,189,3889,1898
PERÚ,LA LIBERTAD,VIRÚ,CHAO,102,34,33.33,distrito,360,180,414,27,18,2916,15,4650,12,258,3078,12,1197,15,96,210,75,360,42,366,1164,21,81,132,33,204,0,912,9,516,384,42,597,18,1854,27,4878,1776
PERÚ,LA LIBERTAD,VIRÚ,GUADALUPITO,19,0,0.0,provincia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,LA LIBERTAD,VIRÚ,VIRÚ,162,59,36.42,distrito,659,242,939,30,25,5052,30,3652,27,802,3141,14,1691,36,110,236,124,475,58,269,1947,63,99,211,55,324,5,1139,3,931,582,96,1035,16,4561,47,6906,2276
PERÚ,LAMBAYEQUE,CHICLAYO,CAYALTÍ,46,30,65.22,distrito,302,40,261,17,11,3252,8,672,11,262,558,6,379,11,41,34,21,97,28,49,825,49,9,18,11,86,5,123,0,172,155,8,446,8,32,17,1349,662
PERÚ,LAMBAYEQUE,CHICLAYO,CHICLAYO,877,832,94.87,distrito,9717,869,2830,306,169,33774,238,8875,392,2958,10529,119,25666,297,1386,437,462,2551,1325,1472,17903,1089,1106,592,261,1866,79,6416,110,1502,7972,442,27446,115,783,1054,16875,10712
PERÚ,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,54,50,92.59,distrito,287,36,246,19,13,2540,8,2303,15,464,647,3,441,15,141,48,25,94,27,100,568,51,24,78,9,165,1,185,12,254,127,35,337,15,41,14,1890,795
PERÚ,LAMBAYEQUE,CHICLAYO,ETEN,34,31,91.18,distrito,347,21,64,24,5,2199,3,212,11,568,445,2,908,10,55,11,19,92,25,48,949,19,47,11,7,115,3,270,4,43,186,22,318,2,38,24,734,292
PERÚ,LAMBAYEQUE,CHICLAYO,ETEN PUERTO,8,6,75.0,distrito,61,4,88,0,1,285,0,39,1,79,81,3,232,0,9,3,4,11,3,11,151,15,7,0,3,11,3,59,0,17,72,0,200,1,8,13,164,76
PERÚ,LAMBAYEQUE,CHICLAYO,JOSÉ LEONARDO ORTIZ,477,449,94.13,distrito,4171,634,1453,215,95,24380,103,9950,186,951,7564,67,10389,168,786,317,282,1624,638,1049,9168,470,466,510,165,1206,46,3638,73,933,3027,252,6971,86,562,385,11782,6376
PERÚ,LAMBAYEQUE,CHICLAYO,LA VICTORIA,256,228,89.06,distrito,2331,328,971,89,37,12666,55,3345,102,619,3764,34,6659,65,359,145,146,888,366,502,6342,252,274,194,74,765,31,2077,26,478,1975,149,4507,26,285,234,5842,3510
PERÚ,LAMBAYEQUE,CHICLAYO,LAGUNAS,29,27,93.1,distrito,164,30,126,15,5,1531,3,915,5,171,405,2,251,4,56,40,23,59,10,59,373,40,13,26,11,47,6,107,2,116,90,3,252,6,33,9,966,456
PERÚ,LAMBAYEQUE,CHICLAYO,MONSEFÚ,105,66,62.86,distrito,1056,68,283,30,24,7886,19,749,45,476,1459,10,2280,6,177,57,121,332,108,169,2043,100,78,181,22,554,3,523,19,161,525,37,924,24,137,116,3062,1289
PERÚ,LAMBAYEQUE,CHICLAYO,NUEVA ARICA,8,8,100.0,distrito,60.0,9.0,57.0,3.0,7.0,370.0,1.0,204.0,0.0,51.0,124.0,2.0,48.0,3.0,15.0,5.0,3.0,11.0,1.0,6.0,184.0,5.0,27.0,11.0,5.0,45.0,0.0,18.0,0.0,25.0,20.0,0.0,67.0,1.0,6.0,1.0,268.0,104.0
PERÚ,LAMBAYEQUE,CHICLAYO,OYOTÚN,24,18,75.0,distrito,120,48,108,9,7,1240,3,675,12,129,375,0,145,13,91,13,8,41,8,19,640,12,8,32,5,56,1,72,0,107,33,4,149,4,25,8,811,308
PERÚ,LAMBAYEQUE,CHICLAYO,PICSÍ,25,23,92.0,distrito,207,22,117,15,4,1320,3,516,5,95,293,2,450,12,48,9,12,66,28,30,497,43,20,22,10,186,1,112,2,86,108,13,210,7,21,8,796,495
PERÚ,LAMBAYEQUE,CHICLAYO,PIMENTEL,97,80,82.47,distrito,1033,82,399,22,21,4424,27,1025,29,307,1171,6,2464,17,169,53,45,276,115,204,2282,110,92,58,36,209,10,669,8,222,839,38,2774,8,91,103,2128,1266
PERÚ,LAMBAYEQUE,CHICLAYO,POMALCA,74,69,93.24,distrito,531,64,561,26,15,2653,17,1614,36,293,965,14,1145,19,219,29,56,232,78,106,1512,103,75,82,12,199,3,370,4,296,395,48,1258,13,62,43,2268,1682
PERÚ,LAMBAYEQUE,CHICLAYO,PUCALÁ,24,22,91.67,distrito,170,28,269,46,5,1337,7,468,1,70,309,2,285,4,98,7,14,51,11,43,370,24,10,17,10,59,1,94,3,70,97,9,280,5,17,13,667,323
PERÚ,LAMBAYEQUE,CHICLAYO,PÁTAPO,62,45,72.58,distrito,372,66,397,33,15,3365,11,1915,15,631,876,6,581,10,83,25,36,147,23,81,747,36,28,65,22,157,3,255,3,192,231,26,543,10,79,23,1936,1204
PERÚ,LAMBAYEQUE,CHICLAYO,REQUE,46,38,82.61,distrito,383,41,278,19,6,2494,11,728,13,162,505,6,1059,11,63,27,38,146,50,115,1100,56,44,29,11,133,5,303,11,90,351,15,754,11,51,38,1179,553
PERÚ,LAMBAYEQUE,CHICLAYO,SANTA ROSA,35,34,97.14,distrito,147,11,119,11,12,2182,5,206,10,151,520,3,617,5,19,22,43,133,23,124,428,12,25,17,11,252,1,180,3,76,142,3,309,6,19,11,909,343
PERÚ,LAMBAYEQUE,CHICLAYO,SAÑA,29,28,96.55,distrito,182,57,251,36,1,1297,6,607,3,137,389,2,288,3,114,12,16,58,21,39,448,23,17,20,9,40,4,87,4,94,137,6,199,2,24,13,865,314
PERÚ,LAMBAYEQUE,CHICLAYO,TUMÁN,81,65,80.25,distrito,693,116,344,36,12,2714,19,1963,24,112,1198,5,1180,32,226,30,69,245,77,166,1621,167,92,77,30,486,15,363,9,280,407,35,913,11,107,25,2500,1837
PERÚ,LAMBAYEQUE,FERREÑAFE,CAÑARIS,46,0,0.0,region,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,101,23,22.77,region,885,99,402,48,19,4875,22,1685,36,406,1373,12,2145,28,181,54,60,300,121,190,1879,110,94,83,31,261,9,620,12,226,649,44,1809,16,100,94,2549,1359
PERÚ,LAMBAYEQUE,FERREÑAFE,INCAHUASI,45,0,0.0,region,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,13,0,0.0,region,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,LAMBAYEQUE,FERREÑAFE,PITIPO,60,0,0.0,region,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,40,0,0.0,region,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,LAMBAYEQUE,LAMBAYEQUE,CHOCHOPE,6,6,100.0,distrito,36.0,1.0,25.0,1.0,1.0,306.0,1.0,275.0,1.0,29.0,88.0,0.0,22.0,0.0,29.0,4.0,3.0,23.0,1.0,17.0,47.0,1.0,1.0,8.0,3.0,12.0,2.0,17.0,1.0,14.0,3.0,2.0,28.0,0.0,3.0,3.0,263.0,80.0
